Temperature,Humidity,Wind Speed,Wind Direction,Dew Point,Pressure,Precipitation,Visibility,Cloud Cover,Weather Event
23.94,88.36,12.04,81.46,15.87,1020.12,-3.49,13.06,-0.94,Clear
19.42,80.0,19.11,354.23,16.14,991.48,-2.26,8.71,14.17,Clear
24.31,41.97,15.61,130.64,19.48,1018.15,89.54,2.84,81.93,Thunderstorm
26.24,83.67,33.66,299.51,19.73,1033.88,-1.88,9.54,88.08,Cloudy
21.21,90.96,27.17,19.52,11.82,1010.5,73.57,3.43,100.81,Thunderstorm
17.16,34.13,18.94,143.67,14.76,1005.42,16.79,4.04,97.4,Rain
31.07,69.85,32.18,135.89,25.28,1017.26,-1.23,13.5,12.6,Clear
21.01,77.63,11.41,309.23,19.58,1009.79,42.02,2.2,101.58,Rain
19.63,82.22,33.8,22.75,14.13,1013.28,-0.19,11.41,8.92,Clear
21.32,84.69,30.01,21.58,15.0,1019.03,-2.12,10.96,8.7,Clear
0.26,60.7,20.56,78.27,-3.54,1017.82,16.07,2.26,95.32,Snow
9.99,32.24,24.74,18.85,5.49,1003.28,0.3,0.66,101.58,Fog
31.62,74.56,35.45,124.87,25.75,1007.93,-3.62,10.68,13.73,Clear
-2.21,46.99,11.68,297.87,-10.71,1015.91,28.08,4.9,82.66,Snow
9.59,44.27,18.39,302.79,3.22,1000.07,0.37,6.07,95.31,Snow
21.69,44.08,38.15,11.15,14.65,1018.1,1.87,9.45,73.73,Cloudy
4.01,50.88,19.36,279.17,-1.3,993.71,18.48,2.85,84.27,Snow
27.34,34.94,22.81,324.54,20.94,1015.54,-1.86,9.82,51.01,Cloudy
23.79,68.22,37.05,120.36,20.98,1007.89,57.58,4.34,79.85,Thunderstorm
26.64,36.62,10.51,0.03,23.66,1021.22,3.18,5.14,78.16,Cloudy
22.72,50.52,27.75,189.39,19.35,998.92,-3.57,11.57,13.4,Clear
14.15,60.74,25.92,174.94,5.6,1017.8,20.72,2.12,95.32,Rain
32.32,67.04,3.43,95.46,25.66,994.36,104.27,1.92,82.25,Thunderstorm
21.51,32.36,23.65,242.76,18.29,1009.59,37.8,4.57,82.56,Rain
19.63,73.62,17.84,296.97,11.89,1007.05,9.34,5.59,74.25,Rain
15.39,56.83,28.0,271.14,11.77,998.1,5.55,0.06,95.42,Fog
15.36,58.03,23.43,92.38,12.57,1003.23,-1.46,0.58,87.21,Fog
28.93,34.3,-0.23,22.18,26.85,1001.49,-1.95,8.62,3.93,Clear
17.93,51.18,17.31,216.1,9.36,992.88,-2.13,1.41,98.57,Fog
30.5,46.96,25.18,41.08,25.16,1011.23,-5.31,8.61,13.64,Clear
2.23,41.44,22.34,314.55,-3.82,1009.83,16.07,4.39,79.57,Snow
12.5,40.08,18.25,188.03,4.91,1010.51,0.53,3.44,93.41,Rain
27.24,72.87,6.67,91.36,17.04,1016.22,0.53,9.92,6.08,Clear
18.36,78.42,16.12,222.69,12.19,1025.67,22.56,4.97,77.35,Rain
24.82,61.96,38.13,309.64,15.25,1011.51,45.42,2.64,93.34,Thunderstorm
32.75,72.39,9.57,58.18,25.97,1030.08,69.89,3.86,95.82,Thunderstorm
29.37,70.9,36.66,210.46,26.82,1028.74,29.8,2.98,100.28,Thunderstorm
23.02,53.02,21.79,239.41,17.1,1002.46,-3.48,7.16,75.74,Cloudy
30.24,40.0,33.61,179.82,25.6,999.13,-2.54,11.57,14.65,Clear
19.58,35.54,39.57,109.6,15.12,1015.03,21.26,3.5,91.7,Thunderstorm
22.16,90.33,23.07,357.75,13.2,1015.59,-2.69,8.87,13.76,Clear
14.58,65.22,34.32,312.82,5.29,1007.46,33.21,3.75,98.79,Rain
24.22,40.2,31.13,120.23,16.6,1031.52,1.13,6.57,68.51,Cloudy
31.45,63.62,2.77,116.32,23.13,1009.49,58.58,5.06,85.92,Thunderstorm
24.09,34.69,14.86,28.66,20.28,1001.71,15.01,1.0,80.38,Thunderstorm
12.75,84.96,24.03,163.42,6.68,1015.67,40.89,7.67,100.87,Rain
23.37,35.77,14.52,-2.68,19.69,1007.64,6.86,1.8,88.17,Rain
16.44,71.61,15.41,313.96,7.48,1020.32,3.23,8.29,71.91,Cloudy
22.85,71.03,32.23,152.52,16.99,1019.21,-2.09,13.25,9.65,Clear
21.93,70.15,35.48,56.0,17.53,1008.97,-1.23,8.82,21.23,Clear
17.83,68.09,36.99,276.42,13.14,1019.69,4.58,6.36,60.81,Cloudy
25.79,54.21,35.1,164.56,20.3,1022.96,-0.12,14.23,12.88,Clear
16.07,84.45,23.02,348.71,11.7,1004.08,43.1,6.54,73.89,Rain
7.83,69.4,27.57,36.16,2.82,1011.08,0.63,1.8,91.01,Fog
9.58,50.13,14.97,15.17,0.08,1015.88,3.2,0.45,59.11,Snow
23.49,42.69,17.32,184.0,20.11,1007.19,29.75,1.24,82.79,Thunderstorm
0.31,48.97,19.01,110.95,-2.93,1028.83,6.64,2.8,63.37,Snow
16.91,44.29,2.49,343.39,15.16,1012.35,15.81,7.96,80.5,Rain
19.06,78.14,16.62,305.08,11.17,1003.8,4.24,8.55,67.99,Cloudy
24.71,79.21,26.74,118.55,15.75,1016.37,-1.63,13.59,8.09,Clear
21.87,53.92,26.11,105.65,16.63,1012.27,11.36,6.93,85.87,Rain
28.71,86.51,3.38,293.05,25.66,1006.63,-0.54,8.48,62.03,Cloudy
29.14,38.84,23.2,12.46,25.7,1019.56,5.55,8.44,8.34,Clear
27.24,80.06,8.88,321.78,22.8,1014.07,-0.88,10.71,3.84,Clear
29.72,82.15,11.64,134.88,24.96,1024.06,46.65,3.11,80.72,Thunderstorm
18.34,47.69,11.3,199.56,16.45,1017.23,-0.85,8.32,58.45,Cloudy
25.55,49.84,15.07,333.59,21.19,1001.72,-1.85,12.87,21.08,Clear
5.73,56.9,34.41,144.82,-1.36,1014.07,5.35,1.71,90.42,Fog
30.81,35.64,22.3,165.8,22.47,1016.81,-4.63,11.25,15.47,Clear
26.99,76.49,7.69,330.8,17.9,1003.5,-3.96,8.51,-3.12,Clear
28.54,40.62,-0.61,54.64,25.29,1012.58,3.44,8.41,6.3,Clear
16.8,73.53,10.23,139.74,11.56,1015.18,3.79,8.1,86.15,Cloudy
26.89,54.12,18.01,210.99,22.25,1021.95,-4.1,11.97,10.01,Clear
29.29,51.0,8.55,150.24,21.16,1019.6,4.98,9.08,45.18,Cloudy
5.36,32.01,19.78,307.15,-2.78,1032.25,27.32,3.36,91.4,Snow
20.79,34.74,19.91,323.47,15.6,1016.42,55.35,2.16,95.66,Thunderstorm
18.92,46.73,9.75,137.83,10.11,1020.1,46.33,2.48,87.44,Thunderstorm
20.99,34.61,19.35,246.92,11.57,1009.87,0.77,5.36,76.42,Cloudy
24.33,34.55,11.27,99.5,20.45,1019.41,4.98,13.14,17.63,Clear
35.3,61.48,14.8,-2.95,33.14,1005.69,-3.6,14.67,11.65,Clear
29.38,62.3,8.21,143.59,24.89,1025.21,-4.95,8.92,58.56,Cloudy
0.99,49.62,16.16,220.14,-8.5,1037.21,26.19,0.34,69.36,Snow
34.72,79.46,23.56,332.08,30.06,1010.7,4.62,12.5,20.39,Clear
7.42,35.65,8.38,329.72,3.76,1020.1,14.29,2.83,87.25,Snow
26.75,79.8,38.0,257.18,19.47,1019.79,-1.7,14.59,8.88,Clear
16.55,78.86,2.72,329.34,14.5,997.66,30.94,4.57,83.13,Rain
29.85,71.26,33.42,142.65,24.98,1026.04,4.53,8.45,3.59,Clear
25.44,89.17,18.28,279.46,22.16,1024.5,-4.13,15.37,9.61,Clear
25.27,82.26,8.07,336.43,17.83,1016.78,3.96,5.78,65.54,Cloudy
20.41,60.23,32.29,130.9,16.42,1026.6,4.96,10.09,14.32,Clear
21.87,55.17,9.57,162.63,14.67,1013.09,9.55,6.22,76.28,Rain
21.52,85.92,12.13,126.3,12.51,1024.57,51.5,7.13,79.71,Rain
25.51,78.6,22.61,303.84,18.55,1003.22,-0.25,8.67,10.4,Clear
23.89,59.04,-0.11,156.52,14.64,1012.15,-0.83,5.11,78.73,Cloudy
29.33,94.51,22.03,53.11,24.03,1028.51,50.51,4.12,86.37,Thunderstorm
9.08,39.13,18.26,89.95,6.63,1006.35,46.12,1.51,86.13,Rain
20.89,32.32,30.67,70.12,16.61,1002.74,50.7,4.29,99.61,Rain
18.37,53.94,23.78,71.11,14.83,1012.8,14.81,5.45,81.48,Rain
26.83,40.53,15.78,290.05,22.37,1014.97,-3.35,9.17,52.59,Cloudy
17.58,44.17,26.97,153.24,9.58,1017.93,1.56,9.0,89.74,Cloudy
23.59,76.21,4.03,112.62,21.79,1010.19,44.08,4.09,102.96,Rain
21.37,63.1,9.99,198.47,16.79,1012.21,3.12,8.68,5.36,Clear
13.71,47.5,21.22,332.06,9.0,1023.47,27.16,2.89,73.25,Rain
15.76,31.18,35.16,272.26,11.5,1020.3,16.41,3.29,92.22,Rain
24.51,51.36,27.03,276.9,20.81,1004.88,10.75,6.44,79.63,Rain
21.52,76.35,33.79,206.7,18.31,998.0,76.68,1.11,88.82,Thunderstorm
35.14,78.39,5.45,92.4,28.47,993.16,-4.78,11.28,1.98,Clear
32.99,52.5,41.07,144.9,26.54,1014.78,0.19,9.24,18.98,Clear
25.61,87.07,6.62,32.04,23.63,991.86,0.63,10.33,7.08,Clear
34.21,82.33,30.84,62.75,30.64,1017.9,2.78,13.66,-1.59,Clear
23.43,74.68,41.96,91.05,16.03,1017.66,33.23,3.7,80.93,Rain
27.03,83.26,23.82,131.82,24.13,996.78,5.37,12.7,0.97,Clear
17.23,53.68,34.23,277.7,8.1,1015.22,27.48,3.07,103.64,Rain
29.91,57.09,6.21,200.29,24.98,1029.16,40.18,1.71,91.08,Thunderstorm
26.69,39.25,26.96,224.34,23.19,1019.69,0.1,11.52,0.34,Clear
26.69,84.15,16.83,68.41,24.43,1008.81,59.7,3.62,93.34,Thunderstorm
15.8,76.73,14.06,227.14,9.78,1009.01,6.68,9.07,72.46,Cloudy
27.66,89.36,27.7,247.21,21.37,1010.94,-0.46,14.27,14.43,Clear
21.15,78.13,18.71,309.65,13.17,1016.7,21.97,1.4,102.12,Thunderstorm
18.23,35.23,5.8,294.93,14.65,1010.27,75.83,3.81,79.5,Thunderstorm
28.4,61.18,22.56,144.3,19.44,1013.72,-1.73,9.32,6.82,Clear
21.31,60.38,8.21,284.35,16.02,1007.93,4.77,8.5,59.4,Cloudy
22.55,70.03,11.06,319.07,17.59,1019.18,2.09,11.96,7.23,Clear
19.74,48.17,37.93,206.38,14.78,1016.55,62.4,1.07,92.61,Thunderstorm
7.5,27.48,28.91,193.69,2.48,1021.8,29.87,2.93,74.91,Snow
28.72,72.82,5.02,37.33,21.95,1030.42,-5.28,14.94,15.21,Clear
33.72,62.74,25.08,21.48,26.89,1018.46,5.77,9.62,0.87,Clear
-2.35,40.69,40.78,269.66,-6.03,1008.08,31.94,3.18,93.25,Snow
26.76,77.7,10.8,131.96,17.33,1020.32,-1.81,13.05,5.37,Clear
17.05,26.02,22.49,106.32,8.51,1010.98,6.4,7.29,90.42,Cloudy
28.15,52.64,26.01,2.62,23.3,1014.58,4.82,13.71,5.6,Clear
10.5,76.41,6.89,90.6,7.85,1009.82,46.29,7.34,91.99,Rain
18.92,71.01,3.0,101.46,8.39,1005.69,39.7,5.46,95.13,Rain
24.06,91.17,23.34,37.46,16.06,1000.86,31.85,5.2,96.34,Rain
21.99,49.74,24.84,226.34,13.13,1008.7,-1.12,12.11,-2.46,Clear
9.29,76.16,18.64,244.43,-0.59,998.27,3.15,0.78,91.48,Fog
29.1,65.38,27.75,314.12,19.89,1007.77,11.08,4.03,87.33,Thunderstorm
32.85,48.04,38.32,88.07,30.07,1008.07,0.98,14.6,12.41,Clear
10.3,75.43,-1.09,276.73,6.52,1009.37,48.76,6.94,86.18,Rain
-4.75,72.2,2.52,53.93,-14.56,1021.5,18.27,5.23,98.47,Snow
21.65,75.97,12.1,133.92,16.29,1017.02,-4.2,7.62,84.07,Cloudy
28.66,86.77,26.19,60.42,24.79,1010.52,63.68,2.0,90.31,Thunderstorm
19.88,63.47,5.98,156.76,10.44,1027.55,-3.48,14.49,9.69,Clear
32.19,83.74,24.87,308.02,24.33,1001.92,1.95,13.27,-3.26,Clear
28.71,72.79,20.59,58.37,18.87,1034.56,4.31,11.7,23.95,Clear
12.72,41.86,3.61,275.33,8.61,1002.32,36.77,6.76,72.3,Rain
10.71,31.01,16.66,21.75,6.91,1002.38,46.65,3.09,78.73,Rain
15.22,69.8,9.59,248.81,8.07,1018.18,26.66,8.7,79.47,Rain
24.08,70.47,33.76,151.36,17.27,1019.77,-2.75,12.1,11.39,Clear
26.21,50.46,5.52,320.37,19.5,1011.02,5.53,6.65,84.96,Cloudy
18.6,43.1,33.84,131.73,14.0,1012.48,11.54,7.47,77.46,Rain
10.67,87.89,15.15,273.75,2.47,1012.26,7.29,3.22,93.93,Snow
23.78,32.64,11.63,34.02,19.45,1008.68,17.01,2.96,93.34,Thunderstorm
25.7,41.64,26.96,305.16,17.61,1029.67,-2.36,5.44,60.49,Cloudy
-3.68,58.7,29.56,236.26,-11.62,1012.34,13.8,3.01,58.46,Snow
26.12,62.42,31.12,45.8,22.3,999.41,-3.89,14.05,7.43,Clear
25.07,58.1,25.36,125.13,18.21,1003.21,90.49,2.3,88.4,Thunderstorm
24.89,74.73,38.16,322.59,19.1,1035.49,5.12,13.17,3.89,Clear
17.33,47.9,38.89,220.72,8.38,1010.37,40.28,6.61,79.33,Rain
20.0,81.3,25.28,285.06,17.61,1017.88,-3.9,9.03,59.88,Cloudy
18.75,36.81,30.74,114.34,13.91,1015.96,47.73,7.83,72.98,Rain
22.58,82.98,13.32,289.0,15.77,1035.32,37.18,6.56,74.11,Rain
19.93,38.26,39.49,123.2,13.67,1019.0,30.19,2.67,79.88,Thunderstorm
32.24,83.06,29.15,137.62,25.75,998.31,6.33,11.13,14.41,Clear
23.08,60.98,20.19,81.32,17.92,1023.97,-4.22,7.93,0.49,Clear
26.45,68.55,25.88,268.86,23.07,1014.27,-1.99,11.86,6.65,Clear
18.86,36.36,28.34,255.15,9.6,1011.66,-4.33,6.41,53.57,Cloudy
-5.42,76.4,15.23,293.36,-7.64,1010.82,27.31,4.04,63.77,Snow
23.73,81.15,13.82,149.54,17.82,1004.72,1.04,9.03,5.33,Clear
-4.51,59.82,26.44,95.85,-10.29,1022.38,19.93,5.48,89.17,Snow
31.71,35.71,0.89,240.95,26.74,1012.42,-3.03,12.22,23.63,Clear
20.06,59.49,6.1,354.48,14.71,1017.46,18.49,2.31,102.54,Rain
7.26,85.13,11.07,101.83,4.69,1005.9,18.79,6.28,86.26,Snow
19.88,90.45,7.24,196.18,16.02,1011.55,5.57,1.13,96.79,Fog
25.05,76.17,34.37,176.65,14.81,996.72,42.39,6.72,87.16,Rain
12.85,44.69,8.87,350.52,2.77,1010.02,43.56,7.0,93.9,Rain
31.39,74.83,28.12,303.59,25.61,1021.45,-0.31,13.64,10.49,Clear
-4.24,51.68,10.25,320.92,-13.14,1005.95,9.73,1.1,91.75,Snow
34.12,68.66,29.97,280.73,26.72,998.57,1.28,12.44,19.41,Clear
19.48,85.3,32.35,262.51,11.06,1004.81,6.42,9.1,7.34,Clear
3.87,78.33,22.67,337.87,-4.79,1005.99,29.13,3.91,76.6,Snow
30.77,35.79,18.5,300.38,25.42,1019.42,-1.84,7.15,56.42,Cloudy
31.04,67.38,19.34,2.32,25.91,1006.89,70.73,1.12,94.04,Thunderstorm
21.09,66.22,10.98,125.55,16.62,1006.66,1.74,8.45,84.54,Cloudy
14.57,91.29,31.84,258.85,4.68,990.23,19.66,2.12,82.2,Rain
32.53,74.85,1.21,252.9,27.22,1008.09,32.91,3.37,77.48,Thunderstorm
18.09,72.96,29.15,355.08,11.59,1033.36,4.57,8.93,63.82,Cloudy
26.25,68.62,39.62,-5.49,21.91,1030.1,-3.48,11.03,0.36,Clear
1.73,78.04,29.72,285.84,-7.51,1017.74,23.94,2.38,91.03,Snow
24.02,82.27,25.06,169.9,22.69,1011.53,-0.84,8.21,58.46,Cloudy
18.56,47.08,20.49,80.75,11.63,1001.48,90.87,3.64,87.42,Thunderstorm
29.37,76.46,35.59,178.76,22.48,1022.42,2.99,6.31,66.41,Cloudy
22.34,51.26,23.98,-4.46,18.49,1029.93,6.98,9.9,63.13,Cloudy
15.99,33.87,8.23,81.13,10.45,983.19,22.04,3.67,90.39,Rain
20.63,84.79,31.8,353.55,12.87,1021.48,5.52,5.27,59.72,Cloudy
24.96,30.9,18.71,318.66,18.13,1027.76,1.76,9.28,51.18,Cloudy
30.0,62.54,27.95,265.0,28.08,997.63,1.88,8.94,12.64,Clear
12.35,37.89,35.52,109.82,2.93,1015.09,12.9,4.06,100.36,Rain
13.54,67.17,13.98,142.56,11.2,994.6,0.31,5.49,99.98,Rain
30.8,83.61,13.54,207.43,23.18,1032.5,52.96,3.36,92.99,Thunderstorm
31.16,87.49,15.36,196.69,26.08,1011.62,-1.51,10.76,7.4,Clear
14.65,59.86,21.92,245.18,5.86,1035.36,27.37,6.7,77.94,Rain
5.15,60.48,9.0,83.32,3.22,1006.23,30.58,2.57,71.68,Snow
31.12,48.4,41.26,132.45,27.49,1027.1,6.11,8.64,77.7,Cloudy
30.02,48.68,22.81,196.34,20.67,1014.17,6.74,7.94,17.33,Clear
19.74,77.34,26.4,157.6,13.04,1014.89,67.23,4.08,94.22,Thunderstorm
25.85,67.67,6.49,211.75,21.38,1010.41,93.09,3.12,89.24,Thunderstorm
16.69,64.13,4.39,347.31,12.45,1025.35,4.16,5.78,96.6,Rain
22.66,70.53,16.04,26.94,15.04,1005.8,1.86,12.96,10.36,Clear
13.99,76.91,10.65,340.7,10.09,1011.74,34.5,3.44,90.53,Rain
15.76,28.93,9.45,155.64,11.16,998.59,20.0,1.66,76.08,Rain
26.83,77.18,37.26,73.16,23.3,1021.55,2.21,10.23,77.97,Cloudy
29.37,72.66,23.43,5.07,21.57,1006.85,5.3,6.82,68.02,Cloudy
34.29,36.67,16.93,176.01,27.48,1001.13,4.63,8.9,19.14,Clear
29.0,50.39,10.53,302.08,22.16,1014.39,4.48,7.48,62.28,Cloudy
24.57,77.65,17.27,1.74,15.78,1004.89,-2.4,11.23,20.39,Clear
28.63,84.26,6.34,201.32,19.05,1022.34,-4.02,5.94,63.29,Cloudy
21.17,68.13,37.01,64.7,19.23,987.48,30.4,3.31,73.48,Rain
22.89,71.75,26.76,74.18,18.16,1015.41,28.0,5.59,77.82,Rain
24.1,64.61,20.64,94.48,20.1,1024.67,4.5,7.25,65.31,Cloudy
26.69,63.53,33.02,321.03,25.46,1021.11,-3.56,10.23,1.45,Clear
20.24,83.19,9.85,57.58,10.97,1001.74,5.72,11.24,16.0,Clear
24.36,58.0,10.21,243.88,21.55,1011.85,45.82,4.61,85.99,Rain
22.14,50.44,33.96,269.04,14.37,1021.9,-3.49,8.63,3.32,Clear
14.39,47.86,24.49,109.33,4.45,1025.44,50.52,5.36,74.28,Rain
10.66,73.12,39.02,189.44,4.12,1001.54,48.77,5.41,88.5,Rain
22.93,32.21,13.85,180.38,14.16,1021.11,18.02,3.61,83.97,Rain
22.03,27.33,31.48,113.57,18.39,999.71,30.01,3.3,81.59,Rain
21.46,37.09,3.98,232.08,17.86,1014.3,-0.17,11.45,23.45,Clear
28.63,35.66,7.31,341.33,26.4,1034.1,2.36,14.39,19.07,Clear
19.87,28.04,35.06,134.67,13.93,1003.81,2.14,13.16,15.02,Clear
22.89,92.28,3.78,100.82,19.45,1030.64,-1.15,14.91,5.07,Clear
26.07,55.07,15.32,354.33,18.32,1011.75,0.94,9.34,18.9,Clear
31.08,64.42,27.0,361.74,25.48,997.18,-3.1,15.41,2.81,Clear
24.78,70.4,6.57,228.49,18.36,1004.82,-1.75,12.84,4.39,Clear
32.49,44.17,16.5,95.35,22.98,1006.12,46.92,4.49,85.57,Thunderstorm
17.68,78.24,34.61,99.68,13.52,1028.4,0.16,5.4,70.01,Cloudy
11.24,47.44,36.76,65.19,5.97,1024.77,16.03,4.62,78.76,Rain
7.03,71.55,1.46,230.07,0.8,1009.55,28.36,5.17,84.82,Snow
23.76,70.06,5.35,68.05,16.03,997.71,7.32,9.3,65.9,Cloudy
17.98,60.5,32.64,321.87,10.5,1015.85,6.17,7.82,80.8,Cloudy
14.18,75.53,38.43,266.51,5.59,1026.97,3.11,1.76,93.67,Fog
23.7,53.36,18.62,151.96,15.74,994.79,4.55,12.78,19.02,Clear
23.99,50.81,32.03,266.22,16.31,999.97,27.82,1.23,97.73,Thunderstorm
29.29,89.61,-1.61,75.07,22.3,1001.41,2.11,14.59,10.29,Clear
31.14,69.57,34.95,67.0,26.81,1008.53,2.56,15.26,17.56,Clear
22.06,43.31,5.73,46.07,20.36,1011.15,41.75,3.92,80.62,Thunderstorm
27.99,33.85,8.35,108.26,19.42,1021.57,6.13,6.01,69.58,Cloudy
15.86,65.17,36.4,342.99,11.6,1001.45,8.61,7.94,67.41,Rain
27.86,52.6,34.17,149.01,20.21,993.83,0.71,8.03,81.59,Cloudy
28.35,80.54,9.61,248.66,22.05,1008.0,-1.4,14.74,4.81,Clear
23.22,84.92,30.97,132.48,14.99,1015.57,0.7,5.99,67.54,Cloudy
15.94,63.75,15.47,-0.07,12.48,1027.12,20.92,4.13,79.25,Rain
14.79,39.56,-1.89,315.7,11.67,1015.72,17.96,4.49,94.29,Rain
20.33,47.55,28.46,206.98,15.55,1019.99,-2.78,12.26,4.51,Clear
30.06,78.29,16.02,181.73,26.93,1009.44,6.37,14.32,8.25,Clear
19.15,34.69,18.25,7.76,16.69,1016.86,36.49,8.11,93.7,Rain
14.94,54.55,3.3,12.73,7.64,1026.33,7.68,8.67,52.15,Cloudy
19.78,32.22,25.8,129.69,11.77,1010.53,53.78,2.71,86.07,Rain
28.76,54.62,28.01,323.86,20.54,1004.33,-5.2,10.62,9.79,Clear
31.38,55.13,3.1,251.66,22.51,1011.63,-4.96,14.32,24.82,Clear
11.54,45.78,23.93,30.55,9.65,1001.21,19.15,4.69,96.59,Rain
19.49,25.74,21.64,-0.33,12.19,1014.46,0.53,9.65,51.32,Cloudy
0.87,42.75,26.67,138.25,-6.89,1022.66,23.64,2.32,76.8,Snow
-1.91,49.93,23.39,115.92,-9.38,1014.27,25.35,6.29,72.37,Snow
21.42,41.96,30.02,66.94,13.86,1020.71,5.44,4.34,82.68,Cloudy
20.58,45.04,5.52,330.6,16.32,1014.31,11.59,2.22,71.75,Rain
15.4,31.03,34.4,216.54,6.87,1000.18,1.18,7.34,87.12,Cloudy
21.54,55.03,28.73,137.83,15.01,1020.37,-1.41,11.54,11.92,Clear
25.91,83.2,9.6,0.36,21.38,1013.17,2.03,7.26,56.14,Cloudy
32.17,30.49,19.44,274.84,25.91,1018.86,18.62,4.15,101.14,Thunderstorm
26.66,54.94,7.34,137.63,21.74,1030.78,5.67,7.8,67.36,Cloudy
18.01,68.42,29.53,131.05,16.26,1029.2,16.12,6.9,79.62,Rain
24.03,57.37,0.95,121.91,20.57,1014.54,72.29,3.16,94.32,Thunderstorm
21.97,27.03,37.13,135.39,19.35,1037.0,4.19,7.19,62.92,Cloudy
23.06,53.68,28.15,14.68,15.55,1000.19,17.66,3.76,73.91,Rain
22.76,90.36,6.71,102.42,13.65,993.51,1.15,15.18,13.98,Clear
22.1,77.41,36.83,119.11,20.31,998.14,44.72,8.27,93.28,Rain
4.31,37.78,2.24,229.65,1.26,1022.68,9.31,-0.48,99.6,Fog
18.41,40.82,33.38,135.33,10.2,995.36,37.72,3.97,78.83,Rain
1.45,84.77,-0.09,82.67,-5.4,1012.74,-3.42,4.99,83.51,Snow
-2.78,36.69,19.01,249.07,-10.66,1026.52,26.75,3.07,86.63,Snow
15.43,32.33,8.93,2.17,7.38,1007.3,3.11,5.97,48.85,Cloudy
20.03,75.85,37.82,206.53,12.37,1012.48,2.78,9.52,70.82,Cloudy
32.44,52.4,12.75,242.0,25.26,1012.75,0.96,15.52,12.95,Clear
28.83,71.97,24.68,259.24,21.83,1016.79,4.98,10.03,20.29,Clear
28.67,58.9,34.21,94.6,24.05,1012.76,2.88,12.23,9.48,Clear
26.49,83.7,2.58,170.01,22.6,1015.65,2.12,9.19,57.55,Cloudy
25.88,82.94,-0.37,211.39,17.97,1000.22,-0.76,15.15,12.32,Clear
24.76,81.96,19.35,301.05,20.58,1009.98,5.34,13.24,4.11,Clear
-2.35,51.64,23.49,179.06,-9.97,1030.02,30.67,6.06,62.25,Snow
33.09,34.01,34.56,140.5,24.48,1016.93,-0.05,13.93,5.19,Clear
25.35,69.66,2.83,336.02,16.27,1024.78,-4.16,12.77,13.88,Clear
22.5,81.04,19.06,264.58,12.25,1028.92,84.48,0.87,99.56,Thunderstorm
2.14,87.3,10.87,31.87,-6.19,1017.17,13.02,3.01,77.94,Snow
31.37,42.2,1.67,195.24,29.18,1002.14,-2.76,8.25,16.54,Clear
23.25,42.82,20.26,141.2,15.95,1021.39,5.76,9.24,18.66,Clear
26.5,53.85,11.33,279.54,20.41,1022.42,4.31,7.93,57.98,Cloudy
27.04,74.0,19.86,339.21,23.35,1024.39,80.89,4.5,85.89,Thunderstorm
28.09,34.28,22.69,52.13,23.24,1001.49,6.07,5.71,54.29,Cloudy
17.94,79.7,22.44,272.35,12.07,1017.64,96.38,2.23,82.79,Thunderstorm
21.15,82.88,21.95,247.05,17.75,1014.35,-4.13,11.32,18.5,Clear
21.41,51.36,28.9,316.63,16.45,1012.78,32.73,4.71,75.31,Rain
25.39,52.28,15.79,221.05,19.27,1016.6,-1.28,11.51,4.32,Clear
0.45,75.99,19.92,224.64,-6.69,999.32,9.57,2.35,97.97,Snow
16.49,42.07,32.07,190.95,13.61,1005.31,-3.23,8.21,91.35,Cloudy
13.62,62.29,34.18,42.79,3.94,1026.26,41.67,7.38,86.78,Rain
24.86,56.17,29.57,99.95,19.31,1006.09,53.96,1.3,96.34,Thunderstorm
29.73,36.61,-1.62,48.19,22.0,1003.86,6.45,10.71,2.41,Clear
25.39,64.61,5.32,300.62,19.57,1012.07,5.4,6.88,92.05,Cloudy
17.96,62.04,2.34,155.15,9.04,1017.52,35.22,7.36,93.36,Rain
16.94,35.74,10.39,345.93,7.74,1014.17,3.81,7.14,80.25,Cloudy
15.78,69.46,34.42,153.88,10.75,1020.79,44.96,5.85,104.65,Rain
26.36,33.66,8.14,196.87,20.41,1019.98,67.07,1.89,86.38,Thunderstorm
19.76,39.72,21.92,225.32,10.85,1024.32,6.69,7.74,78.52,Cloudy
22.13,44.61,19.24,295.9,15.53,1013.79,38.83,6.29,74.22,Rain
22.72,94.19,33.3,315.31,16.41,1009.19,1.32,13.84,12.67,Clear
17.75,50.55,1.15,94.57,14.04,1016.53,34.52,4.26,90.53,Rain
20.7,35.8,34.79,25.66,12.01,1001.75,-4.16,14.13,0.44,Clear
7.03,84.33,29.0,221.87,-1.14,1018.19,7.34,4.83,77.77,Snow
14.89,78.32,-0.69,161.55,5.97,1010.43,42.36,8.02,92.82,Rain
15.13,65.67,41.54,297.61,9.12,1014.95,-0.43,7.34,83.12,Cloudy
34.88,29.79,41.59,65.07,27.07,1007.68,1.54,13.27,7.32,Clear
34.49,36.4,20.31,18.79,28.91,1027.93,-5.84,9.33,5.01,Clear
28.2,53.24,28.19,115.95,18.77,998.44,1.31,7.17,16.56,Clear
26.41,68.53,32.39,94.93,24.23,999.26,46.8,2.57,84.34,Thunderstorm
30.97,57.14,12.71,132.2,21.98,1014.4,6.42,13.61,8.61,Clear
18.85,69.39,25.48,276.71,8.96,1011.63,-1.63,7.12,64.92,Cloudy
35.22,92.28,26.47,357.8,32.67,1007.6,-0.9,11.62,14.01,Clear
29.49,62.84,31.75,242.87,24.37,1008.97,6.41,10.09,75.97,Cloudy
